,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
6554,2021-01,British Columbia,Part-time,Total Employment,Females,374.7,53.726669,-127.647621
6555,2021-01,British Columbia,Part-time,Management occupations,Both sexes,25.3,53.726669,-127.647621
6556,2021-01,British Columbia,Part-time,Management occupations,Males,16.7,53.726669,-127.647621
6557,2021-01,British Columbia,Part-time,Management occupations,Females,8.5,53.726669,-127.647621
6558,2021-01,British Columbia,Part-time,Senior management occupations,Both sexes,,53.726669,-127.647621
6559,2021-01,British Columbia,Part-time,Senior management occupations,Males,,53.726669,-127.647621
6560,2021-01,British Columbia,Part-time,Senior management occupations,Females,,53.726669,-127.647621
6561,2021-01,British Columbia,Part-time,Specialized middle management occupations -,Both sexes,4.2,53.726669,-127.647621
6562,2021-01,British Columbia,Part-time,Specialized middle management occupations -,Males,3.2,53.726669,-127.647621
6563,2021-01,British Columbia,Part-time,Specialized middle management occupations -,Females,,53.726669,-127.647621
6564,2021-01,British Columbia,Part-time,Middle management occupations in retail and wholesale trade and customer services,Both sexes,14.1,53.726669,-127.647621
6565,2021-01,British Columbia,Part-time,Middle management occupations in retail and wholesale trade and customer services,Males,8.0,53.726669,-127.647621
6566,2021-01,British Columbia,Part-time,Middle management occupations in retail and wholesale trade and customer services,Females,6.1,53.726669,-127.647621
6567,2021-01,British Columbia,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Both sexes,6.4,53.726669,-127.647621
6568,2021-01,British Columbia,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Males,5.0,53.726669,-127.647621
6569,2021-01,British Columbia,Part-time,"Middle management occupations in trades, transportation, production and utilities -",Females,1.5,53.726669,-127.647621
6570,2021-01,British Columbia,Part-time,"Business, finance and administration occupations",Both sexes,67.8,53.726669,-127.647621
6571,2021-01,British Columbia,Part-time,"Business, finance and administration occupations",Males,17.5,53.726669,-127.647621
6572,2021-01,British Columbia,Part-time,"Business, finance and administration occupations",Females,50.3,53.726669,-127.647621
6573,2021-01,British Columbia,Part-time,Professional occupations in business and finance,Both sexes,12.8,53.726669,-127.647621
6574,2021-01,British Columbia,Part-time,Professional occupations in business and finance,Males,6.8,53.726669,-127.647621
6575,2021-01,British Columbia,Part-time,Professional occupations in business and finance,Females,6.0,53.726669,-127.647621
6576,2021-01,British Columbia,Part-time,Administrative and financial supervisors and administrative occupations,Both sexes,16.0,53.726669,-127.647621
6577,2021-01,British Columbia,Part-time,Administrative and financial supervisors and administrative occupations,Males,3.5,53.726669,-127.647621
6578,2021-01,British Columbia,Part-time,Administrative and financial supervisors and administrative occupations,Females,12.4,53.726669,-127.647621
6579,2021-01,British Columbia,Part-time,"Finance, insurance and related business administrative occupations",Both sexes,14.8,53.726669,-127.647621
6580,2021-01,British Columbia,Part-time,"Finance, insurance and related business administrative occupations",Males,1.7,53.726669,-127.647621
6581,2021-01,British Columbia,Part-time,"Finance, insurance and related business administrative occupations",Females,13.1,53.726669,-127.647621
6582,2021-01,British Columbia,Part-time,Office support occupations,Both sexes,18.3,53.726669,-127.647621
6583,2021-01,British Columbia,Part-time,Office support occupations,Males,,53.726669,-127.647621
6584,2021-01,British Columbia,Part-time,Office support occupations,Females,18.1,53.726669,-127.647621
6585,2021-01,British Columbia,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,5.9,53.726669,-127.647621
6586,2021-01,British Columbia,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Males,5.1,53.726669,-127.647621
6587,2021-01,British Columbia,Part-time,"Distribution, tracking and scheduling co-ordination occupations",Females,,53.726669,-127.647621
6588,2021-01,British Columbia,Part-time,Natural and applied sciences and related occupations,Both sexes,23.6,53.726669,-127.647621
6589,2021-01,British Columbia,Part-time,Natural and applied sciences and related occupations,Males,14.9,53.726669,-127.647621
6590,2021-01,British Columbia,Part-time,Natural and applied sciences and related occupations,Females,8.7,53.726669,-127.647621
6591,2021-01,British Columbia,Part-time,Professional occupations in natural and applied sciences,Both sexes,8.4,53.726669,-127.647621
6592,2021-01,British Columbia,Part-time,Professional occupations in natural and applied sciences,Males,5.1,53.726669,-127.647621
6593,2021-01,British Columbia,Part-time,Professional occupations in natural and applied sciences,Females,3.3,53.726669,-127.647621
6594,2021-01,British Columbia,Part-time,Technical occupations related to natural and applied sciences,Both sexes,15.2,53.726669,-127.647621
6595,2021-01,British Columbia,Part-time,Technical occupations related to natural and applied sciences,Males,9.8,53.726669,-127.647621
6596,2021-01,British Columbia,Part-time,Technical occupations related to natural and applied sciences,Females,5.4,53.726669,-127.647621
6597,2021-01,British Columbia,Part-time,Health occupations,Both sexes,54.3,53.726669,-127.647621
6598,2021-01,British Columbia,Part-time,Health occupations,Males,7.5,53.726669,-127.647621
6599,2021-01,British Columbia,Part-time,Health occupations,Females,46.7,53.726669,-127.647621
6600,2021-01,British Columbia,Part-time,Professional occupations in nursing,Both sexes,11.1,53.726669,-127.647621
6601,2021-01,British Columbia,Part-time,Professional occupations in nursing,Males,,53.726669,-127.647621
6602,2021-01,British Columbia,Part-time,Professional occupations in nursing,Females,10.6,53.726669,-127.647621
6603,2021-01,British Columbia,Part-time,Professional occupations in health (except nursing),Both sexes,7.8,53.726669,-127.647621
6604,2021-01,British Columbia,Part-time,Professional occupations in health (except nursing),Males,,53.726669,-127.647621
6605,2021-01,British Columbia,Part-time,Professional occupations in health (except nursing),Females,7.8,53.726669,-127.647621
6606,2021-01,British Columbia,Part-time,Technical occupations in health,Both sexes,19.5,53.726669,-127.647621
6607,2021-01,British Columbia,Part-time,Technical occupations in health,Males,6.1,53.726669,-127.647621
6608,2021-01,British Columbia,Part-time,Technical occupations in health,Females,13.3,53.726669,-127.647621
6609,2021-01,British Columbia,Part-time,Assisting occupations in support of health services,Both sexes,15.9,53.726669,-127.647621
6610,2021-01,British Columbia,Part-time,Assisting occupations in support of health services,Males,,53.726669,-127.647621
6611,2021-01,British Columbia,Part-time,Assisting occupations in support of health services,Females,15.0,53.726669,-127.647621
6612,2021-01,British Columbia,Part-time,"Occupations in education, law and social, community and government services",Both sexes,87.3,53.726669,-127.647621
6613,2021-01,British Columbia,Part-time,"Occupations in education, law and social, community and government services",Males,16.7,53.726669,-127.647621
6614,2021-01,British Columbia,Part-time,"Occupations in education, law and social, community and government services",Females,70.6,53.726669,-127.647621
6615,2021-01,British Columbia,Part-time,Professional occupations in education services,Both sexes,24.3,53.726669,-127.647621
6616,2021-01,British Columbia,Part-time,Professional occupations in education services,Males,6.4,53.726669,-127.647621
6617,2021-01,British Columbia,Part-time,Professional occupations in education services,Females,17.9,53.726669,-127.647621
6618,2021-01,British Columbia,Part-time,"Professional occupations in law and social, community and government services",Both sexes,9.8,53.726669,-127.647621
6619,2021-01,British Columbia,Part-time,"Professional occupations in law and social, community and government services",Males,,53.726669,-127.647621
6620,2021-01,British Columbia,Part-time,"Professional occupations in law and social, community and government services",Females,9.0,53.726669,-127.647621
6621,2021-01,British Columbia,Part-time,"Paraprofessional occupations in legal, social, community and education services",Both sexes,35.5,53.726669,-127.647621
6622,2021-01,British Columbia,Part-time,"Paraprofessional occupations in legal, social, community and education services",Males,8.7,53.726669,-127.647621
6623,2021-01,British Columbia,Part-time,"Paraprofessional occupations in legal, social, community and education services",Females,26.8,53.726669,-127.647621
6624,2021-01,British Columbia,Part-time,Occupations in front-line public protection services,Both sexes,,53.726669,-127.647621
6625,2021-01,British Columbia,Part-time,Occupations in front-line public protection services,Males,,53.726669,-127.647621
6626,2021-01,British Columbia,Part-time,Occupations in front-line public protection services,Females,,53.726669,-127.647621
6627,2021-01,British Columbia,Part-time,"Care providers and educational, legal and public protection support occupations",Both sexes,17.4,53.726669,-127.647621
6628,2021-01,British Columbia,Part-time,"Care providers and educational, legal and public protection support occupations",Males,,53.726669,-127.647621
6629,2021-01,British Columbia,Part-time,"Care providers and educational, legal and public protection support occupations",Females,16.4,53.726669,-127.647621
6630,2021-01,British Columbia,Part-time,"Occupations in art, culture, recreation and sport",Both sexes,30.4,53.726669,-127.647621
6631,2021-01,British Columbia,Part-time,"Occupations in art, culture, recreation and sport",Males,7.4,53.726669,-127.647621
6632,2021-01,British Columbia,Part-time,"Occupations in art, culture, recreation and sport",Females,23.0,53.726669,-127.647621
